Date,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
13-Mar-2025,EQ,"131.71","134.20","130.33","130.34","132.10","132.18","132.61","250.69","122.50",1347282,"17,86,65,498.52",25737
12-Mar-2025,EQ,"135.70","135.98","129.10","135.71","130.50","130.34","131.70","250.69","122.50",1549599,"20,40,79,155.04",34222
11-Mar-2025,EQ,"128.91","136.95","128.50","133.70","135.97","135.71","134.95","250.69","122.50",1268831,"17,12,24,819.61",27630
10-Mar-2025,EQ,"138.00","138.00","132.60","136.95","132.79","133.70","134.78","250.69","122.50",855970,"11,53,64,851.29",15412
07-Mar-2025,EQ,"137.00","138.26","136.20","136.61","137.00","136.95","137.09","250.69","122.50",1063585,"14,58,04,760.19",19205
06-Mar-2025,EQ,"137.49","137.58","135.28","136.43","136.20","136.61","136.47","250.69","122.50",731796,"9,98,65,077.91",15569
05-Mar-2025,EQ,"132.85","137.10","132.05","132.85","136.07","136.43","135.87","250.69","122.50",896477,"12,18,01,121.21",17952
04-Mar-2025,EQ,"127.50","134.25","125.00","129.17","132.50","132.85","131.06","250.69","122.50",1441812,"18,89,57,697.39",27247
03-Mar-2025,EQ,"130.00","131.30","122.50","124.95","129.35","129.17","127.22","250.69","122.50",2541497,"32,33,18,084.58",51255
28-Feb-2025,EQ,"128.85","131.39","124.00","129.48","126.90","124.95","126.45","250.69","124.00",1305397,"16,50,71,303.34",26780
27-Feb-2025,EQ,"133.70","134.00","128.50","133.65","129.00","129.48","130.87","250.69","127.56",1096292,"14,34,72,261.97",18592
25-Feb-2025,EQ,"133.97","136.55","133.26","133.97","133.80","133.65","134.77","250.69","127.56",690081,"9,30,05,312.57",22890
24-Feb-2025,EQ,"136.00","136.00","132.05","136.17","133.75","133.97","133.99","250.69","127.56",628157,"8,41,64,822.34",15187
21-Feb-2025,EQ,"136.70","137.67","134.23","136.75","136.15","136.17","136.17","250.69","127.56",978000,"13,31,71,629.91",22019
20-Feb-2025,EQ,"136.15","136.95","133.84","136.15","136.80","136.75","136.28","250.69","127.56",861492,"11,74,00,094.29",14253
19-Feb-2025,EQ,"135.23","138.92","134.35","136.81","136.18","136.15","137.11","250.69","127.56",1372871,"18,82,29,376.01",46673
18-Feb-2025,EQ,"131.50","137.85","130.33","130.27","137.23","136.81","135.02","250.69","127.56",2869827,"38,74,82,203.91",49446
17-Feb-2025,EQ,"132.30","132.86","127.56","132.36","130.39","130.27","129.84","250.69","127.56",1641307,"21,31,03,188.96",36205
14-Feb-2025,EQ,"134.70","136.11","129.55","134.76","132.23","132.36","132.39","250.69","129.55",1490933,"19,73,79,145.64",28737
13-Feb-2025,EQ,"137.35","139.59","133.00","136.82","134.69","134.76","136.80","250.69","133.00",1285513,"17,58,55,809.89",25241
12-Feb-2025,EQ,"136.34","138.42","133.00","138.76","136.98","136.82","136.09","250.69","133.00",1518036,"20,65,96,065.65",40492
11-Feb-2025,EQ,"144.50","144.85","137.30","144.34","138.85","138.76","139.42","250.69","137.30",1685294,"23,49,69,170.66",35581
10-Feb-2025,EQ,"147.98","148.29","142.05","148.29","144.00","144.34","143.98","250.69","138.00",1779889,"25,62,72,363.96",32725
07-Feb-2025,EQ,"152.00","152.00","147.65","152.05","148.39","148.29","149.11","250.69","138.00",922884,"13,76,06,654.11",23236
06-Feb-2025,EQ,"151.30","152.51","149.18","151.20","151.50","152.05","151.56","250.69","138.00",839831,"12,72,81,432.94",15100
05-Feb-2025,EQ,"150.84","156.54","150.27","150.64","151.22","151.20","152.97","250.69","138.00",1282005,"19,61,12,348.36",31353
04-Feb-2025,EQ,"153.30","157.31","149.80","153.17","150.40","150.64","151.84","250.69","138.00",1238367,"18,80,33,549.83",34629
03-Feb-2025,EQ,"154.79","154.79","149.47","156.88","153.38","153.17","152.22","250.69","138.00",702547,"10,69,41,151.53",19733
01-Feb-2025,EQ,"153.40","158.43","152.56","151.76","155.76","156.88","156.24","250.69","138.00",1163275,"18,17,47,192.35",27091
31-Jan-2025,EQ,"150.01","153.73","148.72","149.52","152.10","151.76","150.63","250.69","138.00",1337517,"20,14,76,228.30",30368
30-Jan-2025,EQ,"150.00","151.55","148.10","150.42","150.00","149.52","149.50","250.69","138.00",1026185,"15,34,17,020.80",28577
29-Jan-2025,EQ,"142.64","151.95","142.62","142.64","151.95","150.42","148.22","250.69","138.00",1307629,"19,38,19,480.77",32319
28-Jan-2025,EQ,"147.95","148.82","138.00","147.68","142.50","142.64","142.53","250.69","138.00",1763564,"25,13,56,629.82",43960
27-Jan-2025,EQ,"149.00","149.00","144.13","150.83","147.00","147.68","146.92","250.69","144.13",1281397,"18,82,68,138.45",29496
24-Jan-2025,EQ,"155.99","156.00","149.90","155.99","151.02","150.83","151.62","250.69","149.90",1848193,"28,02,26,420.90",51965
23-Jan-2025,EQ,"156.60","159.58","154.44","156.59","155.99","155.99","157.05","250.69","154.44",1214501,"19,07,43,282.82",25911
22-Jan-2025,EQ,"164.10","164.24","154.55","164.43","156.23","156.59","157.31","250.69","154.55",1644560,"25,87,11,755.90",42270
21-Jan-2025,EQ,"168.90","170.05","164.01","168.21","164.50","164.43","166.59","250.69","154.60",515240,"8,58,34,616.60",12733
20-Jan-2025,EQ,"166.40","169.12","163.80","165.45","168.00","168.21","166.93","250.69","154.60",689679,"11,51,27,414.66",19324
17-Jan-2025,EQ,"166.42","167.38","164.41","166.42","166.10","165.45","165.60","250.69","153.00",538578,"8,91,86,329.84",14619
16-Jan-2025,EQ,"166.02","167.39","163.55","164.15","166.35","166.42","165.89","250.69","153.00",834806,"13,84,84,371.85",24605
15-Jan-2025,EQ,"168.00","169.59","163.11","165.49","163.90","164.15","165.77","250.69","153.00",702001,"11,63,70,146.31",22124
14-Jan-2025,EQ,"164.99","166.01","160.57","164.99","166.00","165.49","164.33","250.69","153.00",936146,"15,38,34,756.97",27161
13-Jan-2025,EQ,"164.97","166.35","161.36","166.43","165.01","164.99","164.29","250.69","153.00",1282276,"21,06,64,542.89",30627
10-Jan-2025,EQ,"169.00","169.18","163.06","169.18","167.75","166.43","165.62","250.69","153.00",904726,"14,98,38,529.56",25284
09-Jan-2025,EQ,"172.10","173.44","168.61","172.09","168.98","169.18","171.10","250.69","153.00",431837,"7,38,85,408.66",16492
08-Jan-2025,EQ,"174.00","175.42","169.51","175.20","172.55","172.09","171.69","250.69","153.00",691946,"11,88,02,305.58",22916
07-Jan-2025,EQ,"174.06","177.59","174.00","175.62","175.00","175.20","176.04","250.69","153.00",471720,"8,30,41,124.55",13371
06-Jan-2025,EQ,"182.00","182.04","172.91","183.04","175.53","175.62","175.85","250.69","153.00",1048057,"18,43,05,125.01",32868
03-Jan-2025,EQ,"183.90","186.80","182.60","184.22","182.82","183.04","184.42","250.69","152.05",627089,"11,56,46,269.70",14119
02-Jan-2025,EQ,"183.03","185.10","182.33","183.03","184.22","184.22","183.73","250.69","152.05",403496,"7,41,35,470.69",10568
01-Jan-2025,EQ,"181.70","183.60","181.55","182.28","183.20","183.03","182.72","250.69","152.05",283938,"5,18,81,728.11",8278
31-Dec-2024,EQ,"177.00","183.64","176.66","177.92","182.00","182.28","180.23","250.69","152.05",623612,"11,23,94,115.33",17868
30-Dec-2024,EQ,"179.71","183.40","177.20","179.71","178.49","177.92","180.47","250.69","152.05",797152,"14,38,63,955.44",35235
27-Dec-2024,EQ,"180.69","181.09","179.22","179.04","179.94","179.71","179.95","250.69","144.85",282958,"5,09,17,253.01",7967
26-Dec-2024,EQ,"180.74","182.36","178.29","179.99","179.95","179.04","180.09","250.69","144.85",385252,"6,93,79,766.05",8567
24-Dec-2024,EQ,"182.55","183.45","179.47","181.66","180.00","179.99","181.33","250.69","144.85",355013,"6,43,74,530.79",9234
23-Dec-2024,EQ,"184.20","185.79","180.00","184.34","182.00","181.66","182.25","250.69","144.85",610158,"11,12,02,072.66",18706
20-Dec-2024,EQ,"189.25","192.04","183.03","191.28","184.05","184.34","186.63","250.69","138.00",716269,"13,36,79,749.12",14919
19-Dec-2024,EQ,"188.30","192.70","187.45","191.91","190.80","191.28","190.95","250.69","138.00",891443,"17,02,22,400.45",21710
18-Dec-2024,EQ,"190.71","192.20","189.60","191.61","192.00","191.91","191.54","250.69","138.00",846996,"16,22,34,501.41",21281
17-Dec-2024,EQ,"191.39","192.60","189.32","190.67","191.49","191.61","191.11","250.69","138.00",894253,"17,08,99,685.93",21190
16-Dec-2024,EQ,"193.50","194.39","190.00","193.50","190.96","190.67","191.53","250.69","138.00",718598,"13,76,33,177.55",12120
13-Dec-2024,EQ,"195.00","195.33","189.20","195.33","193.52","193.50","192.29","250.69","138.00",987642,"18,99,16,127.57",24848
12-Dec-2024,EQ,"196.77","197.68","193.64","196.30","195.60","195.33","195.51","250.69","138.00",1680781,"32,86,08,379.64",26632
11-Dec-2024,EQ,"190.90","197.00","190.41","189.79","196.00","196.30","194.29","250.69","138.00",1362696,"26,47,60,669.75",19890
10-Dec-2024,EQ,"193.30","196.30","189.01","193.16","190.40","189.79","190.87","250.69","138.00",1824569,"34,82,62,988.33",22937
