Date,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,Close,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
30-Dec-2025,EQ,"31.50","31.70","31.30","31.79","31.48","31.44","31.41","52.01","30.41",265523,"83,39,434.62",2410
29-Dec-2025,EQ,"32.24","32.27","31.50","32.24","31.51","31.79","31.81","52.01","30.41",434331,"1,38,18,214.44",2535
26-Dec-2025,EQ,"32.00","32.50","31.80","32.08","32.50","32.24","32.05","53.01","30.41",431922,"1,38,45,187.80",2197
24-Dec-2025,EQ,"32.35","32.91","32.01","32.35","32.14","32.08","32.40","53.01","30.41",413396,"1,33,92,371.51",2793
23-Dec-2025,EQ,"32.35","32.59","32.10","32.31","32.40","32.35","32.33","53.01","30.41",550258,"1,77,92,515.43",1944
22-Dec-2025,EQ,"31.66","32.53","31.50","31.66","32.49","32.31","32.23","53.01","30.41",463539,"1,49,41,512.04",2297
19-Dec-2025,EQ,"31.23","31.72","31.06","31.23","31.54","31.66","31.46","54.75","30.41",548092,"1,72,45,047.87",1763
18-Dec-2025,EQ,"31.29","31.39","30.80","31.41","31.36","31.23","31.15","54.75","30.41",375016,"1,16,83,298.11",1971
17-Dec-2025,EQ,"31.35","31.60","31.14","31.32","31.30","31.41","31.40","54.75","30.41",295930,"92,91,966.68",1708
16-Dec-2025,EQ,"32.00","32.00","31.07","31.91","31.28","31.32","31.43","54.75","30.41",365709,"1,14,95,451.20",3557
15-Dec-2025,EQ,"32.32","32.32","31.72","32.33","31.94","31.91","31.97","54.75","30.41",420944,"1,34,57,015.32",2086
12-Dec-2025,EQ,"32.88","32.88","32.15","32.49","32.37","32.33","32.39","57.46","30.41",622948,"2,01,79,570.94",1974
11-Dec-2025,EQ,"31.99","32.80","31.56","31.89","32.70","32.49","32.09","57.46","30.41",548114,"1,75,90,297.64",2032
10-Dec-2025,EQ,"32.25","32.90","31.55","31.93","31.60","31.89","32.07","57.46","30.41",360728,"1,15,70,117.44",1962
09-Dec-2025,EQ,"30.70","32.13","30.41","30.77","32.10","31.93","31.28","57.46","30.41",832401,"2,60,37,703.23",3653
08-Dec-2025,EQ,"32.15","32.45","30.56","32.11","30.88","30.77","31.16","57.46","30.56",676325,"2,10,75,033.28",4283
05-Dec-2025,EQ,"32.85","32.85","31.87","32.52","32.11","32.11","32.09","57.46","31.25",342878,"1,10,01,748.29",2143
04-Dec-2025,EQ,"32.37","32.79","32.17","32.37","32.50","32.52","32.49","57.46","31.25",426079,"1,38,44,074.70",2372
03-Dec-2025,EQ,"32.05","32.57","32.02","32.35","32.41","32.37","32.28","57.46","31.25",510139,"1,64,65,080.09",2588
02-Dec-2025,EQ,"33.30","33.30","32.00","32.88","32.40","32.35","32.29","57.46","31.25",784653,"2,53,39,875.25",4985
01-Dec-2025,EQ,"33.00","33.91","32.00","32.56","33.15","32.88","33.20","57.46","31.25",872851,"2,89,80,677.86",6324
28-Nov-2025,EQ,"34.80","34.80","31.25","34.29","33.00","32.56","33.19","58.14","31.25",1242699,"4,12,41,343.18",7048
27-Nov-2025,EQ,"34.60","34.77","34.00","34.26","34.32","34.29","34.45","58.14","33.97",421923,"1,45,37,159.64",2262
26-Nov-2025,EQ,"34.95","34.95","33.97","34.38","34.49","34.26","34.39","58.14","33.97",583041,"2,00,48,637.03",3112
25-Nov-2025,EQ,"34.24","34.62","34.00","34.36","34.40","34.38","34.29","58.14","34.00",496326,"1,70,21,173.38",3128
24-Nov-2025,EQ,"35.40","35.86","34.10","35.54","34.10","34.36","34.76","58.14","34.10",422297,"1,46,79,385.63",3528
21-Nov-2025,EQ,"35.70","36.01","35.31","36.05","35.73","35.54","35.68","58.14","34.50",305528,"1,09,00,119.55",2417
20-Nov-2025,EQ,"35.75","36.19","35.60","35.75","36.10","36.05","35.95","58.14","34.50",377202,"1,35,61,290.93",2485
19-Nov-2025,EQ,"36.75","36.75","35.60","36.65","35.78","35.75","36.07","58.14","34.50",622396,"2,24,49,637.20",3303
18-Nov-2025,EQ,"36.42","36.80","36.42","36.58","36.52","36.65","36.58","58.14","34.50",349022,"1,27,66,430.03",1994
17-Nov-2025,EQ,"38.00","38.01","36.30","37.95","36.60","36.58","36.67","58.14","34.50",1259355,"4,61,79,529.08",6128
14-Nov-2025,EQ,"38.05","38.47","37.67","38.04","37.85","37.95","38.03","58.14","34.50",293058,"1,11,44,191.36",1768
13-Nov-2025,EQ,"39.50","39.50","37.91","39.50","38.08","38.04","38.31","58.14","34.50",816515,"3,12,81,301.86",4205
12-Nov-2025,EQ,"38.50","39.98","38.35","38.38","39.55","39.50","39.20","58.14","34.50",572360,"2,24,35,023.24",2932
11-Nov-2025,EQ,"38.30","38.50","37.81","38.30","38.50","38.38","38.10","58.14","34.50",270705,"1,03,14,208.22",1953
